asin,text
0028810090,Strategic Intelligence and Statecraft: Selected Essays (Brassey's Intelligence &amp; National Security Library)
0028810872,Witness to Annihilation: Surviving the Holocaust a Memoir
0028974050,Handbook of Research on the Education of Young Children (Macmillan research on education handbook series)
0028810171,Assignment Pentagon: The Insider's Guide to the Potomac Puzzle Palace (An Ausa Book)
0028972120,Buddhism and Asian History (Religion  History  and Culture)
0028972651,Atlas of Communism
0028740610,Love Between Equals: How Peer Marriage Really Works
0028719700,Pavlova: Repertoire of a Legend
002873050X,Complete Guide to Brass: Instruments and Pedagogy
0028810481,George Bush: His World War II Years
0028973550,Encyclopedia of Bioethics (5-Volume Set)
0028810813,Glory at a Gallop: Tales of the Confederate Cavalry
0028741129,Hypercompetitive Rivalries
0028811232,Warthog (P)
0029007658,Dangerous Edge: The Psychology of Excitement
0028740122,Woman of Valor: Clara Barton and the Civil War
0028713435,Stage Design and Properties (Schirmer Books Theatre Manuals)
0028972252,Macmillan Encyclopedia of Chemistry (4 Volume Set)
0028981316,The Story of Peter Rabbit (Read Along With Me Book)
0028810821,The Secret Cuban Missile Crisis Documents
0028810309,Yellow Ribbon: The Secret Journal of Bruce Laingen
0028811100,Waiting for Winter to End: An Extraordinary Journey Through Soviet Central Asia
0029014557,Germans: The Biography of an Obsession
0028740238,Arabists: The Romance of an American Elite
0028973747,Judaism: A People and Its History (Religion  History  and Culture)
0028722728,Opera: A Listener's Guide
0028957903,Handbook of Research on Social Studies Teaching and Learning (Macmillan research on education handbook series)
0028810694,Nuts! the Battle of the Bulge: The Story and Photographs
0029012201,Pugnacious Presidents
0028811259,My Hitch in Hell: The Bataan Death March (World War II Commemorative)
0028722213,The Grammar of Conducting: A Comprehensive Guide to Baton Technique and Interpretation
0028727002,Richard Wagner: A Biography
0028811046,The Court of Blue Shadows: A Novel
0028973038,The Handbook of Alternative Education
0028740866,Unfaithful Angels: How Social Work Has Abandoned its Mission
0028971752,Battles and Battlescenes of World War Two
0028733150,Listening to Movies: The Film Lover's Guide to Film Music
0028810988,MEDAL OF HONOR:   A Vietnam Warrior's Story
0028724151,Baker's Biographical Dictionary of Musicians
0029003105,Handbook of Research on Teaching (Macmillan research on education handbook series)
0029017815,Stanny: The Gilded Life of Stanford White
0028811127,Crossed Currents: Navy Women from WWI to Tailhook
0028810120,100 Missions North: A Fighter Pilot's Story of the Vietnam War
0028724550,Dietrich Buxtehude: Organist in Lubeck
0028810864,Confederate Raider: Raphael Semmes of the Alabama
0029030129,Capital Ideas: The Improbable Origins of Modern Wall Street
0029012813,Breaking the Mold
0029013151,Sporting Gentlemen: Men's Tennis from the Age of Honor to the Cult of the Superstar
0029024609,Tokugawa Religion
0029004756,A Crime of Vengeance: An Armenian Struggle for Justice
0029022800,Angel in Armour: Post Freudian Perspective on the Nature of Man
0029015901,Political Influence
0029034507,Truants from Life
0028741226,The Vandals' Crown: How Rebel Currency Traders Overthrew World's Banks
0029001455,Managing with Dual Strategies
0029032008,Informed Heart: Autonomy in a Mass Age
0028810910,Women in Combat: Report to the President : Presidential Commission on the Assignment of Women in the Armed Forces (Ausa Institute of Land Warfare)
0029013003,Symlog  A System for the Multiple Level Observation of Groups
0029035503,Hollywood Goes to War: How Politics  Profit and Propaganda Shaped World War II Movies
002900151X,Building Strong Brands
0029015103,Moral Basis of a Backward Society
0028740637,Sexual Homicide: Patterns and Motives- Paperback
0029024501,Escape from Evil
0029014204,We the People: Atlas of American Ethnic Diversity
0029023513,Thirteenth Man: A Reagan Cabinet Memoir
0029021901,The Birth and Death of Meaning: An Interdisciplinary Perspective on the Problem of Man
0029044308,The PIMS Principle: Linking Strategy to Performance
0029002400,A Reader's Guide to the Great Religions
0029046300,The Crime and Punishment of I.G. Farben
0029023521,Ancient Zionism: The Biblical Origins of the National Idea
0029018102,LEADERSHIP AND PERFORMANCE BEYOND EXPECTATIONS
0029016908,Urban Government: A Reader in Administration and Politics
0028971094,Zen Buddhism: A History (Nanzan Studies in Religion &amp; Culture)
0029017602,Jesse Owens: An American Life
0029038812,When Battered Women Kill
0029050758,Coming On Strong: Gender And Sexuality In Twentieth-Century Women'S Sports
0028811135,THIS KIND OF WAR (H)
0029059100,Defendant: a Psychiatrist on Trial for Medical Malpractice
0029001013,Managing Brand Equity
002901915X,The Seven Fat Years:  And How to Do It Again
0029015006,Bass &amp; Stogdill's Handbook of Leadership: Theory  Research &amp; Managerial Applications
0029057701,Delinquent Boys
0028973054,American Presidential Families
0029010802,Louis XIV and The Greatness Of France
0029064201,Fighting Fair: Family Mediation Will Work for You
0029055903,Delinquency and Opportunity: A Theory of Delinquent Gangs
0029032806,Love Is Not Enough
0028810376,It Takes One to Tango
002904930X,Khaki-Collar Crime: Deviant Behavior in the Military Context
0029021405,Outsiders
0029042003,Marketing Edge
0028971426,Encyclopedia of Britain
002907620X,Theory Building
0029019869,Negotiating Rationally
002905477X,Modern Tyrants
0029023807,The Denial of Death
0029022908,The Structure of Evil
0029045703,Primer on Social Dynamics History as Dialectics and Development
0029079403,Rules of Sociological Method
0029078105,Violence Against Wives
0029037018,Alcohol and the Addictive Brain
0029069335,Moral Child: Nurturing Children's Natural Moral Growth
0029072115,Market Driven Strategy: Processes for Creating Value
0029087007,Jefferson Davis
0028810252,Silent Warfare: Understanding the World of Intelligence
002906810X,The Functions of Social Conflict: An Examination of the Concept of Social Conflict and Its Use in Empirical Sociological Research
0029036704,American Occupational Structure
0029087104,History of the Southern Confederacy
0029063566,Some Do Care
0028810082,Tiger in the Barbed Wire: An American in Vietnam  1952-1991
0029004314,Encyclopedia of Educational Research (Set of 4 Volumes)
0029046564,Real Anita Hill
0029053900,India  Pakistan  Bangladesh and the Major Powers (Institute book series of the Foreign Policy Research Institute)
0029064813,The Liberal Conspiracy
0029027306,Martin Niemoller: 1892-1984
0029104017,License to Rape
0029078830,Governing Prisons
0029088801,Judah P. Benjamin -  The Jewish Confederate
0029055172,Managing New Product and Process Development: Text and Cases
0029060400,Contemporary Jewish Religious Thought
002903079X,Marketing Services: Competing Through Quality
0029089255,Sick Societies: Challenging the Myth of Primitive Harmony
002901851X,The Pride and the Fall: The Dream and Illusion of Britain As a Great Nation
0029018625,Our Country
0029043417,Inside Corporate Innovation
002907990X,Marketing High Technology
002910100X,The Origins of the World War (Two Volume Set )
0029036801,Son and Father: Before and Beyond the Oedipus Complex
0029059003,Skinner Primer: Behind Freedom and Dignity
0029106818,Atlas of Nazi Germany
0029096308,In Search of the Common Good: Utopian Experiments Past and Future
0029090008,Revolt of the Black Athlete
002905950X,The Atlas of Israel: Cartography  Physical and Human Geography
002908752X,Chinese Civilization: A Sourcebook  2nd Ed
002903082X,Recognizing Child Abuse: A Guide For The Concerned
002905480X,Method and Measurement in Sociology
0029004950,Greek Philosophy: Thales to Aristotle (Readings in the History of Philosophy)
0029055156,Revolutionizing Product Development: Quantum Leaps in Speed  Efficiency  and Quality
002903700X,The Counterinsurgency Era: U.S. Doctrine and Performance  1950 to the Present
0029109752,End of History and the Last Man
0029096200,Comparative Analysis of Complex Organizations  Rev. Ed.
0029047226,Way of the Wasp: How It Made America  and How It Can Save It  So to Speak
0029109108,What Went Wrong?: The Creation &amp; Collapse of the Black-Jewish  Alliance
0028810996,Circle of Fear: My Life As an Israeli and Iraqi Spy
0029051908,In the Presence of the Creator
0028740009,Democracy and the Problem of Free Speech
0029035910,The Causes of War
0028971841,China: A Provincial Atlas
0029100208,Child Sexual Abuse: New Theory and Research
0028810473,Dien Bien Phu: The Epic Battle America Forgot
0028660110,The College Blue Book: Scholarships  Fellowships  Grants and Loans 34th Edition (Volume 5)
0029031400,The Empty Fortress: Infantile Autism and the Birth of the Self
0029021308,The REVOLUTION IN PSYCHIATRY
0029115752,Commitment: The Dynamic of Strategy
002911702X,Agatha Christie: The Woman and Her Mysteries
0029077354,Government of Our Own: The Making of the Confederacy
0029121507,Ego Psychology and Social Work Practice: 2nd Edition
0029059305,Napoleon's Marshals
0029081025,The End of Racism: Principles for a Multiracial Society
0029116112,Kirkpatrick Mission (Diplomacy Wo Apology Ame at the United Nations 1981 to 85
0029102766,We Must Take Charge!
0029083001,Social Psychology  2nd Ed
0029094801,Encyclopedia of Religion: 16 Volume Set
0029095409,Dark Symphony:  Negro Literature in America
0029126703,Intellectuals and the State in Modern China (Transformation of Modern China Series)
0029095905,Active Society
0029117062,How We Know What Isn't So: The Fallibility of Human Reason in Everyday Life
0029133505,Counseling And Therapy For Children
0029127408,Patterns of Industrial Bureaucracy
0029102006,Values in Education and Society
0029118239,Rights Talk: The Impoverishment of Political Discourse
0029120365,Handbook of Stress  2nd Ed
0029138639,Reinventing the Warehouse: World Class Distribution Logistics
0029110459,Managing Customer Value: Creating Quality and Service That Customers Can See
0029137055,Apprenticeship for Adulthood
0029059801,Finite and Infinite Games: A Vision of Life as Play and Possibility
0029126851,Interpretations of American History  6th ed  vol. 1: To 1877 (Interpretations of American History; Patterns and Perspectives)
0029126630,Unequal Justice
0029050707,Origins of Modern Science 1300-1800
0029051509,Origin of Negative Dialectics
0029089263,Fall of the Asante Empire: The Hundred-Year War for Africa's Gold Coast
0029112109,Theories of History
0029118719,Religious Jurisprudence in the Dharmasastra
0029147700,MORE THAN A TRIAL: THE STRUGGLE OVER CAPTAIN DREYFUS
0029113121,On Leadership
0029142113,Dynamic Manufacturing: Creating the Learning Organization
0029102200,Accounting For Genocide: National Responses and Jewish Victimization During the Holocaust
0029164222,Political Dictionary of the Arab World
0029128013,America 1941: A Nation at the Crossroads
0029069386,Hypercompetition
0029123992,Voice for the Mad: The Life of Dorothea Dix
0029143403,Aspects of Scientific Explanation: And Other Essays in the Philosophy of Science
0029123801,In the Best Interests of the Child
0029120640,With Friends Like You: What Israelis Really Think About American Jews
0029146100,A History of Korea
0029153352,Orwell's Revenge. The 1984 Palimpsest
002907052X,A Dictionary of Angels: Including the Fallen Angels
0029164303,Bias in Mental Testing
0029116023,Muse in the Machine
0029124824,Jews in the Japanese Mind
0029149703,C  WRIGHT MILLS: AN AMERICAN UTOPIAN
0029160014,Refighting the Last War: Command and Crisis in Korea 1950-1953
0029161908,Decision Making: A Psychological Analysis of Conflict  Choice  and Commitment
0029044561,Antitrust Paradox
0029099110,Judah P. Benjamin: The Jewish Confederate
0029153816,Madness in the Streets: How Psychiatry and the Law Abandoned the Mentally Ill
0029138655,The Death of an American Jewish Community: A Tragedy of Good Intentions
0029131715,The American Hour: A Time of Reckoning and the Once and Future Role of Faith
0029131723,The TYRANNY OF THE MAJORITY  FUNDAMENTAL FAIRNESS IN REPRESENTATIVE DEMOCRACY: TURNING A CIVIL RIGHTS SETBACK INTO A NEW VISION OF SOCIAL JUSTICE
0029170907,Handbook of Major Soviet Nationalities
0029165717,The Four Days of Courage: The Untold Story of the People Who Brought Marcos Down
0029166357,Civil War Command And Strategy: The Process Of Victory And Defeat
0029155010,Before the Shooting Begins
0028974549,Historical Atlas of Holocaust
002912977X,Customer Loyalty: How to Earn It  How to Keep It  (Cloth Edition)
0029150205,Acts of War: The Behavior of Men in Battle
0029118115,Public Face of Architecture
0029110009,Thinking Without Language: Psychological Implications of Deafness
0029076102,Major Legal Systems in the World Today: An Introduction to the Comparative Study of Law
0029160057,Handbook for Treatment of Attachment - Trauma Problems in Children
0029170710,Toward a More Natural Science
0028970411,Thomas Jefferson: Statesman of Science
0029180708,Diplomacy: New Approaches in History  Theory  and Policy
0029079373,The Elementary Forms of Religious Life
0029115744,The Jews of Spain: A History of the Sephardic Experience
0029141656,Managing Acquisitions:  Creating Value Through Corporate Renewal
0029103126,The Silent Brotherhood: Inside America's Racist Underground
0029184304,The Psychoanalysis of Children (The Writings of Melanie Klein  Vol. 2)
0029184851,Handbook of Child and Adolescent Treatment Manuals
0029187109,Book of Musical Anecdotes
002916690X,Bad Blood: The Tuskegee Syphilis Experiment: A Tragedy of Race and Medicine
0029152917,Competing Against Time : How Time-based Competition is Reshaping Global Markets
0029112206,Nineteenth-Century Philosophy (Readings in the History of Philosophy)
0029183812,Reverse Marketing
0029170451,Strategic Brand Management
0029119405,Behavior in Public Places: Notes on the Social Organization of Gatherings
0029066832,The Intelligence of Dogs: Canine Consciousness and Capabilities
0029173078,Hidden Cities: The Discovery and Loss of Ancient North American Civilizations
